QUESTIONNAIRE_ID,SAMPLE_QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
500100025,500100002,0.03656109711967802,0.22000896908304318,0.21254713423831073,0.19923309595608232
500100026,500100025,0.06071177179485988,0.35384513022380676,0.3471060463659148,0.3359445816574183
500100027,500100053,0.02596385618095464,0.14580614697802197,0.15299577067669173,0.14368739650750445
500100028,500100048,0.01282486781196317,0.16444367264679766,0.14975810035552684,0.1510454210501062
500100029,500100004,0.011460101614638193,0.19384680134680135,0.1441795758707523,0.1572057521570448
500100030,500100008,0.00916364378583554,0.18100757575757576,0.1315194633234694,0.14032866324067583
500100031,500100050,0.008938002892838283,0.18546485260770976,0.14037281579298386,0.15404053641678248
500100033,500100044,0.005925955914067466,0.1338333333333333,0.1513809523809524,0.13845613054031414
500100034,500100059,0.017169218951617354,0.1964514652014652,0.13961309523809523,0.15862701227987025
500100035,500100028,0.013938251575242913,0.2270714579538109,0.17512054272258354,0.19049225075788945
500100036,500000002,0.005338560170370635,0.1345096093142968,0.14358591712107338,0.1365127278125747
500100037,500100059,0.025775327200020876,0.1847041847041847,0.14283284742468416,0.15188545442116247
500100038,500100061,0.010425660022631855,0.1674868388455345,0.23072222222222225,0.183206194624271
500100039,1146002,0.005162672136487467,0.18666666666666668,0.15819327731092436,0.16802554364353658
500100040,1146004,0.0,0.013605442176870748,0.03968253968253968,0.02010582010582011
500100041,500100035,0.021414449024216343,0.136096256684492,0.13367710720651896,0.13212212994877856
500100042,500100003,0.02742568602074537,0.17744893994893995,0.1590074177819276,0.15727771756844175
500100043,500100013,0.005926659458780349,0.1250849150849151,0.13627027734170588,0.12801883549281015
500100044,500100042,0.009243754435628856,0.22180228625541124,0.20201465201465202,0.2038862162387016
500100046,500100011,0.012393072572321941,0.16806364931364934,0.1353639064729751,0.1410465873798218
500100047,500100044,0.0067104518813460735,0.12767722473604828,0.18410317460317457,0.14813031201068763
500100049,500000005,0.004362927753632366,0.10198135198135198,0.2,0.1340358862843383
500100050,1433792,0.015464931613164033,0.15942205942205942,0.18861351611351612,0.16992823099797974
500100051,500100066,0.020330015149851492,0.1357441940775274,0.1608087679516251,0.13830430287617446
500100052,500100035,0.023601538953410786,0.12673124805477745,0.12785861560371367,0.12588307479470215
500100053,500100019,0.02761615872721066,0.15829931972789116,0.12537485126810066,0.1344199998367226
500100055,1433792,0.016655071849567094,0.17738901458019107,0.15984798534798533,0.16426375997903364
500100056,1173001,0.02468707013864727,0.2199880674880675,0.16559399664662822,0.18564844356062743
500100057,500100013,0.01609053878664307,0.21194284110950778,0.17430809930809932,0.1865111558589595
500100058,500100037,0.008576258932491013,0.17893897228312813,0.14031136612305445,0.1527925707880516
500100059,500100022,0.02548201956716703,0.22302908488570256,0.255033904587476,0.23059375002771398
500100060,500100006,0.011498361893062095,0.16380505639764897,0.1667564945342723,0.15938796876113187
500100061,500100016,0.008055665144529104,0.16367521367521368,0.19664502164502162,0.17489514247287838
500100062,500100049,0.02163382469869355,0.2338263510532418,0.1940851194278881,0.20934911022927055
500100063,500100055,0.024634749708657103,0.2430614909781576,0.2133422813569872,0.22184984994999427
500100064,500100046,0.022643343018157902,0.20998575498575503,0.19826923076923078,0.19912560512482613
500100065,500100019,0.020625111676403858,0.21331545438688299,0.1498805835264779,0.16986203724299911
500100066,500100007,0.012168987079713747,0.19570449391877962,0.15683203881255828,0.17018236549697113
