QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
500000003,2.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,2.0,4,Strongly disagree,Disagree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,3.0,0,Strongly agree,Agree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,3.0,1,Agree,Agree,1.0,0.5,0.5
500000003,3.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,3.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,3.0,4,Strongly disagree,Disagree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000005,0.0,0,1,Excellent,0.0,0.0,0.0
500000005,0.0,1,2,Excellent,0.0,0.0,0.0
500000005,0.0,2,3,Excellent,0.0,0.0,0.0
500000005,0.0,3,4,Excellent,0.0,0.0,0.0
500000005,0.0,4,5,Excellent,0.0,0.0,0.0
500000005,0.0,5,6,Excellent,0.0,0.0,0.0
500000005,0.0,6,7,Excellent,0.0,0.0,0.0
500000005,0.0,7,8,Excellent,0.0,0.0,0.0
500000005,0.0,8,9,Excellent,0.0,0.0,0.0
500000005,0.0,9,10,Excellent,0.0,0.0,0.0
500000005,1.0,0,Content and delivery of the course,Laptop,0.0,0.0,0.0
500000005,1.0,1,Interactive elements and exercises,Laptop,0.0,0.0,0.0
500000005,1.0,2,Networking and meeting other learners,Laptop,0.0,0.0,0.0
500000005,1.0,3,Availability and support from instructors,Laptop,0.0,0.0,0.0
500000005,1.0,4,Access to resources and materials,Laptop,0.0,0.0,0.0
500000005,1.0,5,Other (please specify),Laptop,0.0,0.0,0.0
500100005,0.0,0,1,1,1.0,0.2,0.20000000000000004
500100005,0.0,1,2,2,1.0,0.2,0.20000000000000004
500100005,0.0,2,3,3,1.0,0.2,0.20000000000000004
500100005,0.0,3,4,4,1.0,0.2,0.2
500100005,0.0,4,5,5,1.0,0.2,0.2
500100005,0.0,5,6,1,0.0,0.0,0.0
500100005,0.0,6,7,1,0.0,0.0,0.0
500100005,0.0,7,8,1,0.0,0.0,0.0
500100005,0.0,8,9,1,0.0,0.0,0.0
500100005,0.0,9,10,1,0.0,0.0,0.0
500100005,1.0,0,Yes,Less than 1 year,0.0,0.0,0.0
500100005,1.0,1,No,Less than 1 year,0.0,0.0,0.0
500100005,2.0,0,Computer and internet,"Some required by my Role and then common Tools (Internet, Office, Networking, Mailing...)",0.25,0.15,0.0175
500100005,2.0,1,Smartphone and apps,"Some required by my Role and then common Tools (Internet, Office, Networking, Mailing...)",0.125,0.041666666666666664,0.005208333333333334
500100005,2.0,2,Tablet and specific apps,"Some required by my Role and then common Tools (Internet, Office, Networking, Mailing...)",0.1176470588235294,0.039215686274509796,0.004613610149942329
500100005,2.0,3,Other,Primarily required by my Role,0.0,0.0,0.0
500100006,0.0,0,Very satisfied,Mobile Phone,0.0,0.0,0.0
500100006,0.0,1,Somewhat satisfied,Mobile Phone,0.0,0.0,0.0
500100006,0.0,2,Neutral,Mobile Phone,0.0,0.0,0.0
500100006,0.0,3,Somewhat unsatisfied,Mobile Phone,0.0,0.0,0.0
500100006,0.0,4,Very unsatisfied,Mobile Phone,0.0,0.0,0.0
500100006,1.0,0,Very satisfied,Less than 1 year,0.0,0.0,0.0
500100006,1.0,1,Somewhat satisfied,Less than 1 year,0.0,0.0,0.0
500100006,1.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100006,1.0,3,Somewhat unsatisfied,Less than 1 year,0.0,0.0,0.0
500100006,1.0,4,Very unsatisfied,Less than 1 year,0.0,0.0,0.0
500100006,2.0,0,Very satisfied,1,0.0,0.0,0.0
500100006,2.0,1,Somewhat satisfied,1,0.0,0.0,0.0
500100006,2.0,2,Neutral,1,0.0,0.0,0.0
500100006,2.0,3,Somewhat unsatisfied,1,0.0,0.0,0.0
500100006,2.0,4,Very unsatisfied,1,0.0,0.0,0.0
500100006,3.0,0,Very satisfied,Health insurance,0.0,0.0,0.0
500100006,3.0,1,Somewhat satisfied,Health insurance,0.0,0.0,0.0
500100006,3.0,2,Neutral,Health insurance,0.0,0.0,0.0
500100006,3.0,3,Somewhat unsatisfied,Health insurance,0.0,0.0,0.0
500100006,3.0,4,Very unsatisfied,Health insurance,0.0,0.0,0.0
500100006,4.0,0,"Yes, comprehensive",Yes,0.6666666666666666,0.2222222222222222,0.14814814814814814
500100006,4.0,1,Somewhat comprehensive,Somewhat,0.6666666666666666,0.2222222222222222,0.14814814814814814
500100006,4.0,2,Neutral,Yes,0.0,0.0,0.0
500100006,4.0,3,Somewhat incomprehensive,Somewhat,0.6666666666666666,0.2222222222222222,0.14814814814814814
500100006,4.0,4,"No, incomprehensive",No,0.6666666666666666,0.2222222222222222,0.14814814814814814
500100007,0.0,0,1,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,1,2,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,2,3,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,3,4,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,4,5,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,5,6,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,6,7,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,7,8,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,8,9,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,9,10,Executive/Senior Management,0.0,0.0,0.0
500100007,1.0,0,Yes,Less than 1 year,0.0,0.0,0.0
500100007,1.0,1,No,Less than 1 year,0.0,0.0,0.0
500100007,2.0,0,"Yes, fully utilized",Yes,0.5,0.16666666666666666,0.08333333333333334
500100007,2.0,1,"Yes, but not fully utilized",Yes,0.3333333333333333,0.20634920634920637,0.03250188964474678
500100007,2.0,2,"No, not utilized",No,0.5,0.3,0.07
500100007,3.0,0,"Yes, I have a good balance",Yes,0.2857142857142857,0.09523809523809523,0.027210884353741492
500100007,3.0,1,"Yes, but I could improve",Yes,0.3333333333333333,0.1111111111111111,0.037037037037037035
500100007,3.0,2,"No, I do not have a good balance",No,0.2222222222222222,0.14074074074074075,0.014979423868312757
500100007,4.0,0,"Yes, clear path",Yes,0.5,0.16666666666666666,0.08333333333333334
500100007,4.0,1,"Yes, but path could be clearer",Yes,0.2857142857142857,0.09523809523809523,0.027210884353741492
500100007,4.0,2,"No, I do not have a clear path",No,0.2222222222222222,0.14074074074074075,0.014979423868312757
500100013,0.0,0,1 - Unsatisfactory performance,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,1,2 - Marginal performance,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,2,3 - Meets expectations,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,3,4 - Exceeds expectations,Executive/Senior Management,0.0,0.0,0.0
500100013,0.0,4,5 - Far exceeds expectations,Executive/Senior Management,0.0,0.0,0.0
500100013,1.0,0,1 - Not proficient,1-3 years,0.3333333333333333,0.12380952380952381,0.029024943310657594
500100013,1.0,1,2 - Somewhat proficient,Less than 1 year,0.0,0.0,0.0
500100013,1.0,2,3 - Proficient,1-3 years,0.4,0.16,0.04800000000000001
500100013,1.0,3,4 - Exceedingly proficient,Less than 1 year,0.0,0.0,0.0
500100013,1.0,4,5 - Exceptionally proficient,3-5 years,0.3333333333333333,0.13333333333333333,0.03333333333333333
500100013,2.0,0,1 - Does not work well with others,Very satisfied,0.0,0.0,0.0
500100013,2.0,1,"2 - Works well with others, but not always",Very satisfied,0.0,0.0,0.0
500100013,2.0,2,"3 - Works well with others, but not always",Very satisfied,0.0,0.0,0.0
500100013,2.0,3,"4 - Works well with others, but not always",Very satisfied,0.0,0.0,0.0
500100013,2.0,4,5 - Works extremely well with others,Very satisfied,0.0,0.0,0.0
500100013,3.0,0,1 - Does not adapt well to changes,Adaptability and Flexibility,0.2,0.028571428571428574,0.0052747252747252765
500100013,3.0,1,"2 - Adapts to changes, but not always",Adaptability and Flexibility,0.2,0.028571428571428574,0.0052747252747252765
500100013,3.0,2,"3 - Adapts to changes, but not always",Adaptability and Flexibility,0.2,0.028571428571428574,0.0052747252747252765
500100013,3.0,3,"4 - Adapts to changes, but not always",Adaptability and Flexibility,0.2,0.028571428571428574,0.0052747252747252765
500100013,3.0,4,5 - Adapts extremely well to changes,Adaptability and Flexibility,0.2222222222222222,0.031746031746031744,0.006512006512006509
500100013,4.0,0,1 - Does not handle stress well,Communication Skills,0.0,0.0,0.0
500100013,4.0,1,"2 - Handles stress, but not always",Communication Skills,0.0,0.0,0.0
500100013,4.0,2,"3 - Handles stress, but not always",Communication Skills,0.0,0.0,0.0
500100013,4.0,3,"4 - Handles stress, but not always",Communication Skills,0.0,0.0,0.0
500100013,4.0,4,5 - Handles stress extremely well,Communication Skills,0.0,0.0,0.0
500100038,0.0,0,1,Yes,0.0,0.0,0.0
500100038,0.0,1,2,Yes,0.0,0.0,0.0
500100038,0.0,2,3,Yes,0.0,0.0,0.0
500100038,0.0,3,4,Yes,0.0,0.0,0.0
500100038,0.0,4,5,Yes,0.0,0.0,0.0
500100038,0.0,5,6,Yes,0.0,0.0,0.0
500100038,0.0,6,7,Yes,0.0,0.0,0.0
500100038,0.0,7,8,Yes,0.0,0.0,0.0
500100038,0.0,8,9,Yes,0.0,0.0,0.0
500100038,0.0,9,10,Yes,0.0,0.0,0.0
500100038,1.0,0,Very well,1,0.0,0.0,0.0
500100038,1.0,1,Somewhat well,1,0.0,0.0,0.0
500100038,1.0,2,Somewhat poorly,1,0.0,0.0,0.0
500100038,1.0,3,Very poorly,1,0.0,0.0,0.0
500100038,1.0,4,Not applicable,1,0.0,0.0,0.0
500100038,2.0,0,"Yes, enough resources and materials were provided",Addressing stereotypes and prejudices,0.1818181818181818,0.04978354978354977,0.007247802702348153
500100038,2.0,1,"No, not enough resources and materials were provided",Addressing stereotypes and prejudices,0.1666666666666666,0.04578754578754577,0.006128486897717663
500100038,2.0,2,Not applicable,Understanding unconscious bias,0.0,0.0,0.0
500100038,3.0,0,1,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,1,2,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,2,3,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,3,4,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,4,5,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,5,6,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,6,7,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,7,8,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,8,9,"Yes, strongly agree",0.0,0.0,0.0
500100038,3.0,9,10,"Yes, strongly agree",0.0,0.0,0.0
500100051,0.0,0,Always,Executive/Senior Management,0.0,0.0,0.0
500100051,0.0,1,Sometimes,Executive/Senior Management,0.0,0.0,0.0
500100051,0.0,2,Rarely,Executive/Senior Management,0.0,0.0,0.0
500100051,0.0,3,Never,Executive/Senior Management,0.0,0.0,0.0
500100051,1.0,0,Always,Less than 1 year,0.0,0.0,0.0
500100051,1.0,1,Sometimes,Less than 1 year,0.0,0.0,0.0
500100051,1.0,2,Rarely,Less than 1 year,0.0,0.0,0.0
500100051,1.0,3,Never,Less than 1 year,0.0,0.0,0.0
500100051,2.0,0,Always,Very often,0.0,0.0,0.0
500100051,2.0,1,Sometimes,Sometimes,1.0,0.2,0.20000000000000004
500100051,2.0,2,Rarely,Rarely,1.0,0.2,0.2
500100051,2.0,3,Never,Never,1.0,0.2,0.2
500100051,3.0,0,Always,Yes,0.0,0.0,0.0
500100051,3.0,1,Sometimes,Sometimes,1.0,0.3333333333333333,0.33333333333333337
500100051,3.0,2,Rarely,Yes,0.0,0.0,0.0
500100051,3.0,3,Never,Yes,0.0,0.0,0.0
500100059,0.0,0,1,1,1.0,0.2,0.20000000000000004
500100059,0.0,1,2,2,1.0,0.2,0.20000000000000004
500100059,0.0,2,3,3,1.0,0.2,0.20000000000000004
500100059,0.0,3,4,4,1.0,0.2,0.2
500100059,0.0,4,5,5,1.0,0.2,0.2
500100059,0.0,5,6,1,0.0,0.0,0.0
500100059,0.0,6,7,1,0.0,0.0,0.0
500100059,0.0,7,8,1,0.0,0.0,0.0
500100059,0.0,8,9,1,0.0,0.0,0.0
500100059,0.0,9,10,1,0.0,0.0,0.0
500100059,1.0,0,Strongly agree,Very poor,0.0,0.0,0.0
500100059,1.0,1,Somewhat agree,Very poor,0.0,0.0,0.0
500100059,1.0,2,Neutral,Very poor,0.0,0.0,0.0
500100059,1.0,3,Somewhat disagree,Very poor,0.0,0.0,0.0
500100059,1.0,4,Strongly disagree,Very poor,0.0,0.0,0.0
500100059,2.0,0,"Yes, definitely",Yes,0.6666666666666666,0.2222222222222222,0.14814814814814814
500100059,2.0,1,"Mostly, but some areas could be improved",Yes,0.0,0.0,0.0
500100059,2.0,2,Neutral,Yes,0.0,0.0,0.0
500100059,2.0,3,"Mostly not, some areas need improvement",Yes,0.0,0.0,0.0
500100059,2.0,4,"No, not at all",No,0.4,0.13333333333333333,0.053333333333333344
500100059,3.0,0,Always,1,0.0,0.0,0.0
500100059,3.0,1,Most of the time,1,0.0,0.0,0.0
500100059,3.0,2,Some of the time,1,0.0,0.0,0.0
500100059,3.0,3,Rarely,1,0.0,0.0,0.0
500100059,3.0,4,Never,1,0.0,0.0,0.0
