QUESTIONNAIRE_ID,SAMPLE_QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
500100036,500100016,0.0064227151979049085,0.16172698828948828,0.18108766233766233,0.16550541164388927
500100038,500100054,0.006472776776540993,0.14213685474189677,0.19437454516612035,0.15514602732138164
500100039,500100032,0.014098814710091957,0.19604839604839605,0.21060390502354784,0.19866723309764595
500100040,500100051,0.01587652013770167,0.20689183501683503,0.19960317460317462,0.19511332285575833
500100041,1173003,0.009305693545222817,0.13849508191613455,0.16518649700467883,0.14590675509436576
500100042,500100061,0.006043901650943331,0.1313778813778814,0.15187996031746032,0.13344151440886645
500100044,500100008,0.022070560310790507,0.19580952380952382,0.18087844725141886,0.17512838178424472
500100045,500100051,0.012339339145734492,0.26688542938542936,0.19910714285714284,0.21877550374737922
500100046,500100051,0.006817454249077029,0.16385030864197528,0.15585317460317463,0.15406630920522046
500100047,500100019,0.019749686021489035,0.184317615935263,0.1965160767512587,0.1826805460102763
500100048,500100007,0.02736004478805844,0.2118090627782827,0.24085843472004184,0.2214559397175427
500100050,500100036,0.012359570343864052,0.1501283846872082,0.1783824508824509,0.1616832432549201
500100051,500100062,0.019117164718076157,0.1345311669324827,0.13768526612276613,0.13149115885807383
500100053,500100036,0.014684527520027598,0.13796756628787876,0.1350641545954046,0.13486136151412445
500100054,500100057,0.014664933692180596,0.15560410767177685,0.1872707493008245,0.16547226622399136
500100055,500100003,0.0056422278489943484,0.18024290524290523,0.11303649237472765,0.12996461182721808
500100056,500100047,0.0028826869697066828,0.09534798534798535,0.07185714285714286,0.08053348577126687
500100057,1146002,0.00922963412347204,0.2508004750351689,0.2206482593037215,0.2317464893160248
500100058,500100021,0.004987463442409844,0.1906030477459049,0.1127651304186392,0.13759962734880135
500100059,500100051,0.013167172750124044,0.16994225490466092,0.20924036281179137,0.18099876209979127
500100060,500100012,0.007594785938419253,0.2257371794871795,0.23638888888888893,0.22752405261007408
500100061,500100049,0.019103111467623505,0.18847081567669802,0.15444985011548482,0.1670643480784609
500100062,500100023,0.01891053130063349,0.21333494936436112,0.22053571428571425,0.20147439487209354
500100063,1146004,0.0,0.0,0.0,0.0
500100064,500100065,0.06110547754691464,0.30196232339089485,0.32947496947496946,0.3094987653974184
500100065,500100025,0.017402373547214023,0.17319575266003834,0.15380788280224372,0.15710658106871905
