ID,QUESTION_ID,TEMPLATE_ID,CODE_ID,ANSWER,IS_COMMENT_MANDATORY,CANNOT_ANSWER,SCORE,DISPLAY_ORDER,ENTITYSET_INSTANCE_ID,ENTITYSET_ENTITY_ID,WEIGHT_LEVEL,SHAREDIDENTIFIER,LISTAGENCY_ID,INSERT_TIME,INSERT_USER,INSERT_CLIENT,UPDATE_TIME,UPDATE_USER,UPDATE_CLIENT,UPDATE_COUNT,WORKFLOW_ID
1146018,1146003,1146012,NULL,7,0,0,7,0,NULL,NULL,0,1146018,0,20:15.8,training2-sprint14-reporting,::1,20:15.8,training2-sprint14-reporting,::1,0,NULL
1146019,1146003,1146013,NULL,8,0,0,8,0,NULL,NULL,0,1146019,0,20:15.8,training2-sprint14-reporting,::1,20:15.8,training2-sprint14-reporting,::1,0,NULL
1146020,1146003,1146014,NULL,9,0,0,9,0,NULL,NULL,0,1146020,0,20:15.8,training2-sprint14-reporting,::1,20:15.8,training2-sprint14-reporting,::1,0,NULL
1146021,1146003,1146015,NULL,Strongly Agree,0,0,10,0,NULL,NULL,0,1146021,0,20:15.8,training2-sprint14-reporting,::1,20:15.8,training2-sprint14-reporting,::1,0,NULL
1146022,1146004,1146006,NULL,Completely Disagree,0,0,1,0,NULL,NULL,0,1146022,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146023,1146004,1146007,NULL,2,0,0,2,0,NULL,NULL,0,1146023,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146024,1146004,1146008,NULL,3,0,0,3,0,NULL,NULL,0,1146024,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146025,1146004,1146009,NULL,4,0,0,4,0,NULL,NULL,0,1146025,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146026,1146004,1146010,NULL,5,0,0,5,0,NULL,NULL,0,1146026,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146027,1146004,1146011,NULL,6,0,0,6,0,NULL,NULL,0,1146027,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146028,1146004,1146012,NULL,7,0,0,7,0,NULL,NULL,0,1146028,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146029,1146004,1146013,NULL,8,0,0,8,0,NULL,NULL,0,1146029,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146030,1146004,1146014,NULL,9,0,0,9,0,NULL,NULL,0,1146030,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146031,1146004,1146015,NULL,Strongly Agree,0,0,10,0,NULL,NULL,0,1146031,0,20:47.1,training2-sprint14-reporting,::1,20:47.1,training2-sprint14-reporting,::1,0,NULL
1146032,1146005,1146006,NULL,Completely Disagree,0,0,1,0,NULL,NULL,0,1146032,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146033,1146005,1146007,NULL,2,0,0,2,0,NULL,NULL,0,1146033,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146034,1146005,1146008,NULL,3,0,0,3,0,NULL,NULL,0,1146034,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146035,1146005,1146009,NULL,4,0,0,4,0,NULL,NULL,0,1146035,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146036,1146005,1146010,NULL,5,0,0,5,0,NULL,NULL,0,1146036,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146037,1146005,1146011,NULL,6,0,0,6,0,NULL,NULL,0,1146037,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146038,1146005,1146012,NULL,7,0,0,7,0,NULL,NULL,0,1146038,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146039,1146005,1146013,NULL,8,0,0,8,0,NULL,NULL,0,1146039,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146040,1146005,1146014,NULL,9,0,0,9,0,NULL,NULL,0,1146040,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146041,1146005,1146015,NULL,Strongly Agree,0,0,10,0,NULL,NULL,0,1146041,0,22:11.7,training2-sprint14-reporting,::1,22:11.7,training2-sprint14-reporting,::1,0,NULL
1146042,1146006,1146006,NULL,Completely Disagree,0,0,1,0,NULL,NULL,0,1146042,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146043,1146006,1146007,NULL,2,0,0,2,0,NULL,NULL,0,1146043,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146044,1146006,1146008,NULL,3,0,0,3,0,NULL,NULL,0,1146044,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146045,1146006,1146009,NULL,4,0,0,4,0,NULL,NULL,0,1146045,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146046,1146006,1146010,NULL,5,0,0,5,0,NULL,NULL,0,1146046,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146047,1146006,1146011,NULL,6,0,0,6,0,NULL,NULL,0,1146047,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146048,1146006,1146012,NULL,7,0,0,7,0,NULL,NULL,0,1146048,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146049,1146006,1146013,NULL,8,0,0,8,0,NULL,NULL,0,1146049,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146050,1146006,1146014,NULL,9,0,0,9,0,NULL,NULL,0,1146050,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146051,1146006,1146015,NULL,Strongly Agree,0,0,10,0,NULL,NULL,0,1146051,0,22:40.7,training2-sprint14-reporting,::1,22:40.7,training2-sprint14-reporting,::1,0,NULL
1146052,1146007,1146006,NULL,Completely Disagree,0,0,1,0,NULL,NULL,0,1146052,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146053,1146007,1146007,NULL,2,0,0,2,0,NULL,NULL,0,1146053,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146054,1146007,1146008,NULL,3,0,0,3,0,NULL,NULL,0,1146054,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146055,1146007,1146009,NULL,4,0,0,4,0,NULL,NULL,0,1146055,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146056,1146007,1146010,NULL,5,0,0,5,0,NULL,NULL,0,1146056,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146057,1146007,1146011,NULL,6,0,0,6,0,NULL,NULL,0,1146057,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146058,1146007,1146012,NULL,7,0,0,7,0,NULL,NULL,0,1146058,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146059,1146007,1146013,NULL,8,0,0,8,0,NULL,NULL,0,1146059,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146060,1146007,1146014,NULL,9,0,0,9,0,NULL,NULL,0,1146060,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146061,1146007,1146015,NULL,Strongly Agree,0,0,10,0,NULL,NULL,0,1146061,0,23:10.9,training2-sprint14-reporting,::1,23:10.9,training2-sprint14-reporting,::1,0,NULL
1146062,1146008,1146006,NULL,Completely Disagree,0,0,1,0,NULL,NULL,0,1146062,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146063,1146008,1146007,NULL,2,0,0,2,0,NULL,NULL,0,1146063,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146064,1146008,1146008,NULL,3,0,0,3,0,NULL,NULL,0,1146064,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146065,1146008,1146009,NULL,4,0,0,4,0,NULL,NULL,0,1146065,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146066,1146008,1146010,NULL,5,0,0,5,0,NULL,NULL,0,1146066,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146067,1146008,1146011,NULL,6,0,0,6,0,NULL,NULL,0,1146067,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146068,1146008,1146012,NULL,7,0,0,7,0,NULL,NULL,0,1146068,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146069,1146008,1146013,NULL,8,0,0,8,0,NULL,NULL,0,1146069,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146070,1146008,1146014,NULL,9,0,0,9,0,NULL,NULL,0,1146070,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146071,1146008,1146015,NULL,Strongly Agree,0,0,10,0,NULL,NULL,0,1146071,0,24:08.4,training2-sprint14-reporting,::1,24:08.4,training2-sprint14-reporting,::1,0,NULL
1146074,1146009,1146016,NULL,Unhappy,0,0,0,0,NULL,NULL,0,1146074,0,17:53.9,PS21000032_REPMENU,::1,17:53.9,PS21000032_REPMENU,::1,0,NULL
1146073,1146009,1146017,NULL,Neutral,0,0,1,0,NULL,NULL,0,1146073,0,17:53.9,PS21000032_REPMENU,::1,17:53.9,PS21000032_REPMENU,::1,0,NULL
1146072,1146009,1146018,NULL,Happy,0,0,2,0,NULL,NULL,0,1146072,0,17:53.9,PS21000032_REPMENU,::1,17:53.9,PS21000032_REPMENU,::1,0,NULL
1146077,1146010,1146016,NULL,Unhappy,0,0,0,0,NULL,NULL,0,1146077,0,23:23.5,PS21000032_REPMENU,::1,23:23.5,PS21000032_REPMENU,::1,0,NULL
1146076,1146010,1146017,NULL,Neutral,0,0,1,0,NULL,NULL,0,1146076,0,23:23.5,PS21000032_REPMENU,::1,23:23.5,PS21000032_REPMENU,::1,0,NULL
1146075,1146010,1146018,NULL,Happy,0,0,2,0,NULL,NULL,0,1146075,0,23:23.5,PS21000032_REPMENU,::1,23:23.5,PS21000032_REPMENU,::1,0,NULL
1146080,1146011,1146016,NULL,Unhappy,0,0,0,0,NULL,NULL,0,1146080,0,23:59.8,PS21000032_REPMENU,::1,23:59.8,PS21000032_REPMENU,::1,0,NULL
1146079,1146011,1146017,NULL,Neutral,0,0,1,0,NULL,NULL,0,1146079,0,23:59.8,PS21000032_REPMENU,::1,23:59.8,PS21000032_REPMENU,::1,0,NULL
1146078,1146011,1146018,NULL,Happy,0,0,2,0,NULL,NULL,0,1146078,0,23:59.8,PS21000032_REPMENU,::1,23:59.8,PS21000032_REPMENU,::1,0,NULL
1146083,1146012,1146016,NULL,Unhappy,0,0,0,0,NULL,NULL,0,1146083,0,24:26.2,PS21000032_REPMENU,::1,24:26.2,PS21000032_REPMENU,::1,0,NULL
1146082,1146012,1146017,NULL,Neutral,0,0,1,0,NULL,NULL,0,1146082,0,24:26.2,PS21000032_REPMENU,::1,24:26.2,PS21000032_REPMENU,::1,0,NULL
1146081,1146012,1146018,NULL,Happy,0,0,2,0,NULL,NULL,0,1146081,0,24:26.2,PS21000032_REPMENU,::1,24:26.2,PS21000032_REPMENU,::1,0,NULL
1146086,1146013,1146016,NULL,Unhappy,0,0,0,0,NULL,NULL,0,1146086,0,24:51.2,PS21000032_REPMENU,::1,24:51.2,PS21000032_REPMENU,::1,0,NULL
1146085,1146013,1146017,NULL,Neutral,0,0,1,0,NULL,NULL,0,1146085,0,24:51.2,PS21000032_REPMENU,::1,24:51.2,PS21000032_REPMENU,::1,0,NULL
1146084,1146013,1146018,NULL,Happy,0,0,2,0,NULL,NULL,0,1146084,0,24:51.2,PS21000032_REPMENU,::1,24:51.2,PS21000032_REPMENU,::1,0,NULL
1146092,1146015,1146016,NULL,Unhappy,0,0,0,0,NULL,NULL,0,1146092,0,25:32.6,PS21000032_REPMENU,::1,25:32.6,PS21000032_REPMENU,::1,0,NULL
1146091,1146015,1146017,NULL,Neutral,0,0,1,0,NULL,NULL,0,1146091,0,25:32.6,PS21000032_REPMENU,::1,25:32.6,PS21000032_REPMENU,::1,0,NULL
1146090,1146015,1146018,NULL,Happy,0,0,2,0,NULL,NULL,0,1146090,0,25:32.6,PS21000032_REPMENU,::1,25:32.6,PS21000032_REPMENU,::1,0,NULL
1146095,1146016,1146016,NULL,Unhappy,0,0,0,0,NULL,NULL,0,1146095,0,25:55.8,PS21000032_REPMENU,::1,25:55.8,PS21000032_REPMENU,::1,0,NULL
1146094,1146016,1146017,NULL,Neutral,0,0,1,0,NULL,NULL,0,1146094,0,25:55.8,PS21000032_REPMENU,::1,25:55.8,PS21000032_REPMENU,::1,0,NULL
1146093,1146016,1146018,NULL,Happy,0,0,2,0,NULL,NULL,0,1146093,0,25:55.8,PS21000032_REPMENU,::1,25:55.8,PS21000032_REPMENU,::1,0,NULL
1173052,1173001,1173016,NULL,Very satisfied,0,0,NULL,0,NULL,NULL,0,1173052,0,17:12.0,training-sprint2_HCM-229,::1,17:12.0,training-sprint2_HCM-229,::1,0,NULL
1173053,1173001,1173017,NULL,Somewhat satisfied,0,0,NULL,0,NULL,NULL,0,1173053,0,17:12.0,training-sprint2_HCM-229,::1,17:12.0,training-sprint2_HCM-229,::1,0,NULL
1173054,1173001,1173018,NULL,Neither satisfied nor dissatisfied,0,0,NULL,0,NULL,NULL,0,1173054,0,17:12.0,training-sprint2_HCM-229,::1,17:12.0,training-sprint2_HCM-229,::1,0,NULL
1173055,1173001,1173019,NULL,Somewhat dissatisfied,0,0,NULL,0,NULL,NULL,0,1173055,0,17:12.0,training-sprint2_HCM-229,::1,17:12.0,training-sprint2_HCM-229,::1,0,NULL
1173056,1173001,1173020,NULL,Very dissatisfied,0,0,NULL,0,NULL,NULL,0,1173056,0,17:12.0,training-sprint2_HCM-229,::1,17:12.0,training-sprint2_HCM-229,::1,0,NULL
1173057,1173002,1173016,NULL,Very satisfied,0,0,NULL,0,NULL,NULL,0,1173057,0,17:39.1,training-sprint2_HCM-229,::1,17:39.1,training-sprint2_HCM-229,::1,0,NULL
1173058,1173002,1173017,NULL,Somewhat satisfied,0,0,NULL,0,NULL,NULL,0,1173058,0,17:39.1,training-sprint2_HCM-229,::1,17:39.1,training-sprint2_HCM-229,::1,0,NULL
1173059,1173002,1173018,NULL,Neither satisfied nor dissatisfied,0,0,NULL,0,NULL,NULL,0,1173059,0,17:39.1,training-sprint2_HCM-229,::1,17:39.1,training-sprint2_HCM-229,::1,0,NULL
1173060,1173002,1173019,NULL,Somewhat dissatisfied,0,0,NULL,0,NULL,NULL,0,1173060,0,17:39.1,training-sprint2_HCM-229,::1,17:39.1,training-sprint2_HCM-229,::1,0,NULL
1173061,1173002,1173020,NULL,Very dissatisfied,0,0,NULL,0,NULL,NULL,0,1173061,0,17:39.1,training-sprint2_HCM-229,::1,17:39.1,training-sprint2_HCM-229,::1,0,NULL
1173012,1173003,NULL,NULL,Too many distractions at home,0,0,NULL,1,NULL,NULL,0,1173012,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173013,1173003,NULL,NULL,Childcare,0,0,NULL,2,NULL,NULL,0,1173013,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173014,1173003,NULL,NULL,Internet connectivity,0,0,NULL,3,NULL,NULL,0,1173014,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173015,1173003,NULL,NULL,Social isolation,0,0,NULL,4,NULL,NULL,0,1173015,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173016,1173003,NULL,NULL,Narrow physical workspace,0,0,NULL,5,NULL,NULL,0,1173016,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173017,1173003,NULL,NULL,Not efficient communication with coworkers,0,0,NULL,6,NULL,NULL,0,1173017,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173018,1173003,NULL,NULL,Lack of resources and tools,0,0,NULL,7,NULL,NULL,0,1173018,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173019,1173003,NULL,NULL,Stay at work is taking much longer than when I’m in the office,0,0,NULL,8,NULL,NULL,0,1173019,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173020,1173003,NULL,NULL,I feel physically more stressed,0,0,NULL,9,NULL,NULL,0,1173020,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173021,1173003,NULL,NULL,Other (please specify),1,0,NULL,10,NULL,NULL,0,1173021,0,44:53.0,training-sprint1_Review_Survey_A6,::1,48:03.5,training-sprint1_Review_Survey_A6,::1,1,NULL
1173027,1173004,1173021,NULL,Yes,0,0,NULL,1,NULL,NULL,0,1173027,0,49:58.5,training-sprint1_Review_Survey_A6,::1,50:30.0,training-sprint1_Review_Survey_A6,::1,1,NULL
1173026,1173004,1173022,NULL,No,1,0,NULL,2,NULL,NULL,0,1173026,0,49:58.5,training-sprint1_Review_Survey_A6,::1,50:30.0,training-sprint1_Review_Survey_A6,::1,1,NULL
1173028,1173005,1173021,NULL,Yes,0,0,NULL,1,NULL,NULL,0,1173028,0,51:11.6,training-sprint1_Review_Survey_A6,::1,51:11.6,training-sprint1_Review_Survey_A6,::1,0,NULL
1173029,1173005,1173022,NULL,No,0,0,NULL,2,NULL,NULL,0,1173029,0,51:11.6,training-sprint1_Review_Survey_A6,::1,51:11.6,training-sprint1_Review_Survey_A6,::1,0,NULL
1173030,1173006,1173023,NULL,Every day,0,0,NULL,1,NULL,NULL,0,1173030,0,53:30.5,training-sprint1_Review_Survey_A6,::1,53:30.5,training-sprint1_Review_Survey_A6,::1,0,NULL
1173031,1173006,1173024,NULL,Most days,0,0,NULL,2,NULL,NULL,0,1173031,0,53:30.5,training-sprint1_Review_Survey_A6,::1,53:30.5,training-sprint1_Review_Survey_A6,::1,0,NULL
1173032,1173006,1173025,NULL,Half of the working days,0,0,NULL,3,NULL,NULL,0,1173032,0,53:30.5,training-sprint1_Review_Survey_A6,::1,53:30.5,training-sprint1_Review_Survey_A6,::1,0,NULL
1173033,1173006,1173026,NULL,Rarely,0,0,NULL,4,NULL,NULL,0,1173033,0,53:30.5,training-sprint1_Review_Survey_A6,::1,53:30.5,training-sprint1_Review_Survey_A6,::1,0,NULL
1173034,1173006,1173027,NULL,Never,0,0,NULL,5,NULL,NULL,0,1173034,0,53:30.5,training-sprint1_Review_Survey_A6,::1,53:30.5,training-sprint1_Review_Survey_A6,::1,0,NULL
1173062,1173007,1173028,NULL,Strongly agree,1,0,NULL,0,NULL,NULL,0,1173062,0,20:13.5,training-sprint2_HCM-229,::1,20:13.5,training-sprint2_HCM-229,::1,0,NULL
1173063,1173007,1173029,NULL,Agree,1,0,NULL,0,NULL,NULL,0,1173063,0,20:13.5,training-sprint2_HCM-229,::1,20:13.5,training-sprint2_HCM-229,::1,0,NULL
1173064,1173007,1173030,NULL,Neither agree nor disagree,1,0,NULL,0,NULL,NULL,0,1173064,0,20:13.5,training-sprint2_HCM-229,::1,20:13.5,training-sprint2_HCM-229,::1,0,NULL
1173065,1173007,1173031,NULL,Somewhat disagree,1,0,NULL,0,NULL,NULL,0,1173065,0,20:13.5,training-sprint2_HCM-229,::1,20:13.5,training-sprint2_HCM-229,::1,0,NULL
1173066,1173007,1173032,NULL,Disagree,1,0,NULL,0,NULL,NULL,0,1173066,0,20:13.5,training-sprint2_HCM-229,::1,20:13.5,training-sprint2_HCM-229,::1,0,NULL
1173067,1173007,1173033,NULL,Strongly disagree,1,0,NULL,0,NULL,NULL,0,1173067,0,20:13.5,training-sprint2_HCM-229,::1,20:13.5,training-sprint2_HCM-229,::1,0,NULL
1173037,1173008,NULL,NULL,Keeping enough free time for family,0,0,NULL,1,NULL,NULL,0,1173037,0,58:10.3,training-sprint1_Review_Survey_A6,::1,58:10.3,training-sprint1_Review_Survey_A6,::1,0,NULL
1173038,1173008,NULL,NULL,Having a good relationship with colleagues,0,0,NULL,2,NULL,NULL,0,1173038,0,58:10.3,training-sprint1_Review_Survey_A6,::1,58:10.3,training-sprint1_Review_Survey_A6,::1,0,NULL
1173039,1173008,NULL,NULL,Having a good relationship with my manager,0,0,NULL,3,NULL,NULL,0,1173039,0,58:10.3,training-sprint1_Review_Survey_A6,::1,58:10.3,training-sprint1_Review_Survey_A6,::1,0,NULL
1173040,1173008,NULL,NULL,Not spending more than 2 hours per day to reach the workplace,0,0,NULL,4,NULL,NULL,0,1173040,0,58:10.3,training-sprint1_Review_Survey_A6,::1,58:10.3,training-sprint1_Review_Survey_A6,::1,0,NULL
5100035,1173011,NULL,5100004,Not at all likely,0,0,NULL,0,NULL,NULL,0,5100035,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100036,1173011,NULL,1173040,1,0,0,NULL,0,NULL,NULL,0,5100036,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100037,1173011,NULL,1173041,2,0,0,NULL,0,NULL,NULL,0,5100037,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100038,1173011,NULL,1173042,3,0,0,NULL,0,NULL,NULL,0,5100038,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100039,1173011,NULL,1173043,4,0,0,NULL,0,NULL,NULL,0,5100039,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100040,1173011,NULL,1173044,5,0,0,NULL,0,NULL,NULL,0,5100040,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100041,1173011,NULL,1173045,6,0,0,NULL,0,NULL,NULL,0,5100041,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100042,1173011,NULL,1173046,7,0,0,NULL,0,NULL,NULL,0,5100042,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100043,1173011,NULL,1173047,8,0,0,NULL,0,NULL,NULL,0,5100043,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100044,1173011,NULL,1173048,9,0,0,NULL,0,NULL,NULL,0,5100044,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
5100045,1173011,NULL,1173049,Extremely likely,0,0,NULL,0,NULL,NULL,0,5100045,0,37:42.7,CARDILLI,172.25.2.40,37:42.7,CARDILLI,172.25.2.40,0,NULL
