QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
500000002,5.0,0,Always,Agree,0.0,0.0,0.0
500000002,5.0,1,Most of the time,Agree,0.0,0.0,0.0
500000002,5.0,2,Some of the time,Agree,0.0,0.0,0.0
500000002,5.0,3,Rarely,Agree,0.0,0.0,0.0
500000002,5.0,4,Never,Agree,0.0,0.0,0.0
500100006,0.0,0,Yes,Mobile Phone,0.0,0.0,0.0
500100006,0.0,1,No,Mobile Phone,0.0,0.0,0.0
500100006,1.0,0,Healthcare benefits,Less than 1 year,0.0,0.0,0.0
500100006,1.0,1,Retirement benefits,Less than 1 year,0.0,0.0,0.0
500100006,1.0,2,Paid time off,Less than 1 year,0.0,0.0,0.0
500100006,1.0,3,Education and training,Less than 1 year,0.0,0.0,0.0
500100006,1.0,4,Other benefits,Less than 1 year,0.0,0.0,0.0
500100006,2.0,0,Very satisfied,1,0.0,0.0,0.0
500100006,2.0,1,Somewhat satisfied,1,0.0,0.0,0.0
500100006,2.0,2,Neutral,1,0.0,0.0,0.0
500100006,2.0,3,Somewhat dissatisfied,1,0.0,0.0,0.0
500100006,2.0,4,Very dissatisfied,1,0.0,0.0,0.0
500100006,3.0,0,Number of employees participating,Health insurance,0.0,0.0,0.0
500100006,3.0,1,Cost savings,Health insurance,0.0,0.0,0.0
500100006,3.0,2,Employee satisfaction,Employee assistance programs (EAP),0.0684862285447737,0.0068486228544773695,0.0004690363500286976
500100006,3.0,3,Healthy employees,Health insurance,0.0,0.0,0.0
500100007,0.0,0,Very satisfied,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,1,Somewhat satisfied,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,2,Neutral,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,3,Somewhat dissatisfied,Executive/Senior Management,0.0,0.0,0.0
500100007,0.0,4,Very dissatisfied,Executive/Senior Management,0.0,0.0,0.0
500100007,1.0,0,Strongly agree,Less than 1 year,0.0,0.0,0.0
500100007,1.0,1,Somewhat agree,Less than 1 year,0.0,0.0,0.0
500100007,1.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100007,1.0,3,Somewhat disagree,Less than 1 year,0.0,0.0,0.0
500100007,1.0,4,Strongly disagree,Less than 1 year,0.0,0.0,0.0
500100007,2.0,0,Strongly agree,Yes,0.0,0.0,0.0
500100007,2.0,1,Somewhat agree,Yes,0.0,0.0,0.0
500100007,2.0,2,Neutral,Yes,0.0,0.0,0.0
500100007,2.0,3,Somewhat disagree,Yes,0.0,0.0,0.0
500100007,2.0,4,Strongly disagree,Yes,0.0,0.0,0.0
500100007,3.0,0,Strongly agree,Yes,0.0,0.0,0.0
500100007,3.0,1,Somewhat agree,Yes,0.0,0.0,0.0
500100007,3.0,2,Neutral,Yes,0.0,0.0,0.0
500100007,3.0,3,Somewhat disagree,Yes,0.0,0.0,0.0
500100007,3.0,4,Strongly disagree,Yes,0.0,0.0,0.0
500100007,4.0,0,Strongly agree,Yes,0.0,0.0,0.0
500100007,4.0,1,Somewhat agree,Yes,0.0,0.0,0.0
500100007,4.0,2,Neutral,Yes,0.0,0.0,0.0
500100007,4.0,3,Somewhat disagree,Yes,0.0,0.0,0.0
500100007,4.0,4,Strongly disagree,Yes,0.0,0.0,0.0
500100007,5.0,0,Strongly agree,Very satisfied,0.0,0.0,0.0
500100007,5.0,1,Somewhat agree,Very satisfied,0.0,0.0,0.0
500100007,5.0,2,Neutral,Neutral,1.0,0.2,0.20000000000000004
500100007,5.0,3,Somewhat disagree,Very satisfied,0.0,0.0,0.0
500100007,5.0,4,Strongly disagree,Very satisfied,0.0,0.0,0.0
