QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
500100021,True,False,Expecting value: line 1 column 12004 (char 12003),-1,-1,0,0,0,-1,0,0
500100022,True,False,"Expecting ',' delimiter: line 1 column 425 (char 424)",-1,-1,0,0,0,-1,0,0
500100023,True,False,"Expecting ',' delimiter: line 1 column 565 (char 564)",-1,-1,0,0,0,-1,0,0
500100024,True,False,Expecting property name enclosed in double quotes: line 1 column 733 (char 732),-1,-1,0,0,0,-1,0,0
500100025,True,False,"Expecting ',' delimiter: line 1 column 1797 (char 1796)",-1,-1,0,0,0,-1,0,0
500100026,True,False,Expecting property name enclosed in double quotes: line 1 column 428 (char 427),-1,-1,0,0,0,-1,0,0
500100027,True,False,"Expecting ',' delimiter: line 1 column 2446 (char 2445)",-1,-1,0,0,0,-1,0,0
500100028,True,False,"Expecting ',' delimiter: line 1 column 1696 (char 1695)",-1,-1,0,0,0,-1,0,0
500100029,True,False,"Expecting ',' delimiter: line 1 column 397 (char 396)",-1,-1,0,0,0,-1,0,0
500100030,True,False,Expecting property name enclosed in double quotes: line 1 column 465 (char 464),-1,-1,0,0,0,-1,0,0
500100031,True,False,"Expecting ',' delimiter: line 1 column 2537 (char 2536)",-1,-1,0,0,0,-1,0,0
500100032,True,False,"Expecting ',' delimiter: line 1 column 502 (char 501)",-1,-1,0,0,0,-1,0,0
500100033,True,False,"Expecting ',' delimiter: line 1 column 436 (char 435)",-1,-1,0,0,0,-1,0,0
500100034,True,False,"Expecting ',' delimiter: line 1 column 1489 (char 1488)",-1,-1,0,0,0,-1,0,0
500100035,True,False,"Expecting ',' delimiter: line 1 column 382 (char 381)",-1,-1,0,0,0,-1,0,0
500100036,True,False,"Expecting ',' delimiter: line 1 column 436 (char 435)",-1,-1,0,0,0,-1,0,0
500100037,True,False,"Expecting ',' delimiter: line 1 column 2372 (char 2371)",-1,-1,0,0,0,-1,0,0
500100038,True,False,"Expecting ',' delimiter: line 1 column 2918 (char 2917)",-1,-1,0,0,0,-1,0,0
500100039,True,False,"Expecting ',' delimiter: line 1 column 2720 (char 2719)",-1,-1,0,0,0,-1,0,0
500100040,True,False,"Expecting ',' delimiter: line 1 column 1942 (char 1941)",-1,-1,0,0,0,-1,0,0
500100041,True,False,"Expecting ',' delimiter: line 1 column 1886 (char 1885)",-1,-1,0,0,0,-1,0,0
500100042,True,False,Expecting property name enclosed in double quotes: line 1 column 522 (char 521),-1,-1,0,0,0,-1,0,0
500100043,False,True,,1,-1,0,7,-2,1.0,2.2857142857142856,0.5142857142857142
500100044,True,False,"Expecting ',' delimiter: line 1 column 456 (char 455)",-1,-1,0,0,0,-1,0,0
500100045,True,False,"Expecting ',' delimiter: line 1 column 1366 (char 1365)",-1,-1,0,0,0,-1,0,0
500100046,True,False,"Expecting ',' delimiter: line 1 column 2091 (char 2090)",-1,-1,0,0,0,-1,0,0
500100047,True,False,"Expecting ',' delimiter: line 1 column 2120 (char 2119)",-1,-1,0,0,0,-1,0,0
500100048,True,False,"Expecting ',' delimiter: line 1 column 467 (char 466)",-1,-1,0,0,0,-1,0,0
500100049,True,False,Expecting property name enclosed in double quotes: line 1 column 487 (char 486),-1,-1,0,0,0,-1,0,0
500100050,True,False,"Expecting ',' delimiter: line 1 column 1882 (char 1881)",-1,-1,0,0,0,-1,0,0
500100051,True,False,"Expecting ',' delimiter: line 1 column 1670 (char 1669)",-1,-1,0,0,0,-1,0,0
500100052,True,False,"Expecting ',' delimiter: line 1 column 416 (char 415)",-1,-1,0,0,0,-1,0,0
500100053,True,False,"Expecting ',' delimiter: line 1 column 2062 (char 2061)",-1,-1,0,0,0,-1,0,0
500100054,True,False,"Expecting ',' delimiter: line 1 column 1645 (char 1644)",-1,-1,0,0,0,-1,0,0
500100055,True,False,Expecting property name enclosed in double quotes: line 1 column 772 (char 771),-1,-1,0,0,0,-1,0,0
500100056,True,False,"Expecting ',' delimiter: line 1 column 2756 (char 2755)",-1,-1,0,0,0,-1,0,0
500100057,True,False,"Expecting ',' delimiter: line 1 column 1581 (char 1580)",-1,-1,0,0,0,-1,0,0
500100058,True,False,Expecting property name enclosed in double quotes: line 1 column 378 (char 377),-1,-1,0,0,0,-1,0,0
500100059,True,False,"Expecting ',' delimiter: line 1 column 2321 (char 2320)",-1,-1,0,0,0,-1,0,0
500100060,True,False,"Expecting ',' delimiter: line 1 column 1816 (char 1815)",-1,-1,0,0,0,-1,0,0
500100061,True,False,"Expecting ',' delimiter: line 1 column 2495 (char 2494)",-1,-1,0,0,0,-1,0,0
500100062,False,True,,1,-1,0,8,0,-1.0,4.5,-0.125
500100063,True,False,"Expecting ',' delimiter: line 1 column 1936 (char 1935)",-1,-1,0,0,0,-1,0,0
500100064,True,False,"Expecting ',' delimiter: line 1 column 2552 (char 2551)",-1,-1,0,0,0,-1,0,0
500100065,True,False,"Expecting ',' delimiter: line 1 column 416 (char 415)",-1,-1,0,0,0,-1,0,0
500100066,True,False,"Expecting ',' delimiter: line 1 column 374 (char 373)",-1,-1,0,0,0,-1,0,0
