EXPERIMENT_ID,ASW_BLEU_SCORE,ASW_ROUGE_L_F1_SCORE,QST_BLEU_SCORE,QST_ROUGE_L_F1_SCORE
0s_gpt-4-dev_4000MT_0.5T_1FP_JSON,0.026329527420265023,0.049901276915640974,0.18389537313605925,0.34540062116827674
0s_gpt-4-dev_4000MT_0T_0.5FP_JSON,0.04719021737784799,0.08828069675621872,0.17253295863994686,0.33045448866186655
0s_gpt-4-dev_4000MT_0T_0FP_JSON,0.053879120542541084,0.08783483749149816,0.16170055129109576,0.3260715622492735
0s_gpt-4-dev_4000MT_0T_1FP_JSON,0.06625834664031546,0.09570038248004348,0.17618644198866384,0.33465314895813314
1s_FULL_gpt-35-turbo-dev_6000MT_0.25T_0.5FP,0.12510426961070786,0.1576015923336795,0.23161473947978212,0.39767189631629096
1s_FULL_gpt-35-turbo-dev_6000MT_0.25T_0FP,0.11749293212919636,0.1539809885309597,0.26842871223221504,0.4288930319380979
1s_FULL_gpt-35-turbo-dev_6000MT_0.5T_0FP,0.10896487522274123,0.15619908320875212,0.24227354948041369,0.4012664849790658
1s_FULL_gpt-35-turbo-dev_6000MT_0.5T_1FP,0.10518559378279328,0.15379045456695517,0.1534298520649051,0.3573358130425285
1s_FULL_gpt-35-turbo-dev_6000MT_0T_0.5FP,0.09753492638866115,0.12818962317431307,0.22710601108540443,0.3987724038658052
1s_FULL_gpt-35-turbo-dev_6000MT_0T_0FP,0.12109026393603183,0.15636864848867726,0.23871868411597325,0.3996761622800528
1s_FULL_gpt-35-turbo-dev_6000MT_0T_1FP,0.15697503630272666,0.19147842897842896,0.20770568885545995,0.3716565012134246
1s_FULL_gpt-4-dev_4000MT_0.25T_0.5FP_JSON,0.055414200999250075,0.10007575793619208,0.1766631201244051,0.3417554774237381
1s_FULL_gpt-4-dev_4000MT_0.25T_0FP_JSON,0.06589103111948282,0.09320998386702377,0.18568169371090798,0.3561236032351479
1s_FULL_gpt-4-dev_4000MT_0.5T_0FP_JSON,0.0545559818850058,0.10775894543734775,0.17699765187345365,0.3411600626336157
1s_FULL_gpt-4-dev_4000MT_0.5T_1FP_JSON,0.055897664357169106,0.0931337121659702,0.19898624963123634,0.3680807111857862
1s_FULL_gpt-4-dev_4000MT_0T_0.5FP_JSON,0.04983331784346505,0.08951211534704741,0.18187482880292938,0.34339136013702903
1s_FULL_gpt-4-dev_4000MT_0T_0FP_JSON,0.06264146064299819,0.10412801104557144,0.18032588832217647,0.34563065051677927
1s_FULL_gpt-4-dev_4000MT_0T_1FP_JSON,0.05681631508269994,0.09742932728647014,0.18689333057853005,0.348024004635649
1s_gpt-35-turbo-dev_6000MT_0.25T_0.5FP,0.1100678948337468,0.1481619545580617,0.23611990263715646,0.3900778927076933
1s_gpt-35-turbo-dev_6000MT_0.25T_0FP,0.09912296825985997,0.1437405621562261,0.2617621726637162,0.42561323914486754
1s_gpt-35-turbo-dev_6000MT_0.5T_0FP,0.0894138757143813,0.14025953082061526,0.25387759167868384,0.4158597046755025
1s_gpt-35-turbo-dev_6000MT_0.5T_1FP,0.04036845526770095,0.06849668849668848,0.19193948406737285,0.3390359037782844
1s_gpt-35-turbo-dev_6000MT_0T_0.5FP,0.1475454443070459,0.17706997992176063,0.2251994633836342,0.3885842880420774
1s_gpt-35-turbo-dev_6000MT_0T_0FP,0.11448787225848495,0.1518963059514846,0.26452924190767974,0.425106527439909
1s_gpt-35-turbo-dev_6000MT_0T_1FP,0.09602659941786464,0.14051686248655942,0.16661983213384204,0.3208123780129759
1s_gpt-4-dev_4000MT_0.25T_0.5FP_JSON,0.06615510541959548,0.11345666196090942,0.18129062637758378,0.3508285812625544
1s_gpt-4-dev_4000MT_0.25T_0FP_JSON,0.07740069852282211,0.12119078614963212,0.1844087964968753,0.3515203440078855
1s_gpt-4-dev_4000MT_0.5T_0FP_JSON,0.04271014203288688,0.08700573746269033,0.18605804506137083,0.3522633655781775
1s_gpt-4-dev_4000MT_0.5T_1FP_JSON,0.05463547126454487,0.08685451514036072,0.19844044575153513,0.3535948742150165
1s_gpt-4-dev_4000MT_0T_0.5FP_JSON,0.06138468719037687,0.1000074875854196,0.1907509164600598,0.3506423931809986
1s_gpt-4-dev_4000MT_0T_0FP_JSON,0.06715095388613294,0.11452292367215565,0.18528253312911105,0.3544523498260999
1s_gpt-4-dev_4000MT_0T_1FP_JSON,0.053156486400503564,0.08847523011744139,0.1833743368188216,0.347933070251753
