QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
500100047,1.0,0,1 - Strongly disagree,Partially disagree,0.1074823381273985,0.0429929352509594,0.0034657359027997266
500100047,1.0,1,2 - Somewhat disagree,Partially disagree,0.1074823381273985,0.0429929352509594,0.0034657359027997266
500100047,1.0,2,3 - Neither agree nor disagree,Completely agree,0.0772821555347255,0.06182572442778041,0.0011945063128187008
500100047,1.0,3,4 - Somewhat agree,Completely agree,0.1074823381273985,0.0429929352509594,0.0034657359027997266
500100047,1.0,4,5 - Strongly agree,Completely agree,0.1074823381273985,0.0429929352509594,0.0034657359027997266
500100047,2.0,0,1 - Strongly disagree,Yes,0.0,0.0,0.0
500100047,2.0,1,2 - Somewhat disagree,Somewhat,0.1074823381273985,0.03582744604246617,0.0038508176697774742
500100047,2.0,2,3 - Neither agree nor disagree,Yes,0.0,0.0,0.0
500100047,2.0,3,4 - Somewhat agree,Somewhat,0.1074823381273985,0.03582744604246617,0.0038508176697774742
500100047,2.0,4,5 - Strongly agree,Yes,0.0,0.0,0.0
500100051,0.0,0,Strongly agree,Executive/Senior Management,0.0,0.0,0.0
500100051,0.0,1,Agree,Executive/Senior Management,0.0,0.0,0.0
500100051,0.0,2,Neutral,Executive/Senior Management,0.0,0.0,0.0
500100051,0.0,3,Disagree,Executive/Senior Management,0.0,0.0,0.0
500100051,0.0,4,Strongly disagree,Executive/Senior Management,0.0,0.0,0.0
500100051,1.0,0,Strongly agree,Less than 1 year,0.0,0.0,0.0
500100051,1.0,1,Agree,Less than 1 year,0.0,0.0,0.0
500100051,1.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100051,1.0,3,Disagree,Less than 1 year,0.0,0.0,0.0
500100051,1.0,4,Strongly disagree,Less than 1 year,0.0,0.0,0.0
500100051,2.0,0,Strongly agree,Very often,0.0,0.0,0.0
500100051,2.0,1,Agree,Very often,0.0,0.0,0.0
500100051,2.0,2,Neutral,Very often,0.0,0.0,0.0
500100051,2.0,3,Disagree,Very often,0.0,0.0,0.0
500100051,2.0,4,Strongly disagree,Very often,0.0,0.0,0.0
500100051,3.0,0,Strongly agree,Yes,0.0,0.0,0.0
500100051,3.0,1,Agree,Yes,0.0,0.0,0.0
500100051,3.0,2,Neutral,Yes,0.0,0.0,0.0
500100051,3.0,3,Disagree,Yes,0.0,0.0,0.0
500100051,3.0,4,Strongly disagree,Yes,0.0,0.0,0.0
500100052,0.0,0,Strongly agree,Executive/Senior Management,0.0,0.0,0.0
500100052,0.0,1,Agree,Executive/Senior Management,0.0,0.0,0.0
500100052,0.0,2,Neutral,Executive/Senior Management,0.0,0.0,0.0
500100052,0.0,3,Disagree,Executive/Senior Management,0.0,0.0,0.0
500100052,0.0,4,Strongly disagree,Executive/Senior Management,0.0,0.0,0.0
500100052,1.0,0,Never,Less than 1 year,0.0,0.0,0.0
500100052,1.0,1,Rarely,Less than 1 year,0.0,0.0,0.0
500100052,1.0,2,Sometimes,Less than 1 year,0.0,0.0,0.0
500100052,1.0,3,Most of the time,Less than 1 year,0.0,0.0,0.0
500100052,1.0,4,Always,Less than 1 year,0.0,0.0,0.0
500100052,2.0,0,Never,1,0.0,0.0,0.0
500100052,2.0,1,Rarely,1,0.0,0.0,0.0
500100052,2.0,2,Sometimes,1,0.0,0.0,0.0
500100052,2.0,3,Most of the time,1,0.0,0.0,0.0
500100052,2.0,4,Always,1,0.0,0.0,0.0
500100052,3.0,0,Strongly agree,"Yes, always",0.0,0.0,0.0
500100052,3.0,1,Agree,"Yes, always",0.0,0.0,0.0
500100052,3.0,2,Neutral,"Yes, always",0.0,0.0,0.0
500100052,3.0,3,Disagree,"Yes, always",0.0,0.0,0.0
500100052,3.0,4,Strongly disagree,"Yes, always",0.0,0.0,0.0
500100053,0.0,0,Yes,Executive/Senior Management,0.0,0.0,0.0
500100053,0.0,1,No,Executive/Senior Management,0.0,0.0,0.0
500100053,1.0,0,Almost never,Less than 1 year,0.0,0.0,0.0
500100053,1.0,1,Never,Less than 1 year,0.0,0.0,0.0
500100053,1.0,2,Less than half of the weekends,Less than 1 year,0.2581988897471611,0.06709620905637732,0.012532422970518679
500100053,1.0,3,More than half of the weekends,More than 10 years,0.2581988897471611,0.06709620905637732,0.012532422970518677
500100053,1.0,4,Almost every weekend,Less than 1 year,0.0,0.0,0.0
500100053,1.0,5,Every weekend,Less than 1 year,0.0,0.0,0.0
500100053,2.0,0,Yes,"Yes, always",0.0,0.0,0.0
500100053,2.0,1,No,"Yes, always",0.0,0.0,0.0
500100053,3.0,0,Less than 40 hours,"Yes, frequently",0.0,0.0,0.0
500100053,3.0,1,40 hours,"Yes, frequently",0.0,0.0,0.0
500100053,3.0,2,More than 40 hours,"Yes, frequently",0.0,0.0,0.0
500100053,4.0,0,Yes,"Yes, completely",0.0,0.0,0.0
500100053,4.0,1,No,"Yes, completely",0.0,0.0,0.0
500100054,0.0,0,Strongly agree,Full-time,0.0,0.0,0.0
500100054,0.0,1,Agree,Full-time,0.0,0.0,0.0
500100054,0.0,2,Neutral,Full-time,0.0,0.0,0.0
500100054,0.0,3,Disagree,Full-time,0.0,0.0,0.0
500100054,0.0,4,Strongly disagree,Full-time,0.0,0.0,0.0
500100054,1.0,0,Strongly agree,Less than 1 year,0.0,0.0,0.0
500100054,1.0,1,Agree,Less than 1 year,0.0,0.0,0.0
500100054,1.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100054,1.0,3,Disagree,Less than 1 year,0.0,0.0,0.0
500100054,1.0,4,Strongly disagree,Less than 1 year,0.0,0.0,0.0
500100054,2.0,0,Strongly agree,1,0.0,0.0,0.0
500100054,2.0,1,Agree,1,0.0,0.0,0.0
500100054,2.0,2,Neutral,1,0.0,0.0,0.0
500100054,2.0,3,Disagree,1,0.0,0.0,0.0
500100054,2.0,4,Strongly disagree,1,0.0,0.0,0.0
500100054,3.0,0,Strongly agree,Very often,0.0,0.0,0.0
500100054,3.0,1,Agree,Very often,0.0,0.0,0.0
500100054,3.0,2,Neutral,Very often,0.0,0.0,0.0
500100054,3.0,3,Disagree,Very often,0.0,0.0,0.0
500100054,3.0,4,Strongly disagree,Very often,0.0,0.0,0.0
500100055,0.0,0,Yes,Less than 1 year,0.0,0.0,0.0
500100055,0.0,1,No,Less than 1 year,0.0,0.0,0.0
500100055,1.0,0,Always,1,0.0,0.0,0.0
500100055,1.0,1,Often,1,0.0,0.0,0.0
500100055,1.0,2,Sometimes,1,0.0,0.0,0.0
500100055,1.0,3,Rarely,1,0.0,0.0,0.0
500100055,1.0,4,Never,1,0.0,0.0,0.0
500100055,2.0,0,Very effective,Yes,0.0,0.0,0.0
500100055,2.0,1,Somewhat effective,Yes,0.0,0.0,0.0
500100055,2.0,2,Not very effective,Yes,0.0,0.0,0.0
500100055,2.0,3,Not at all effective,Yes,0.0,0.0,0.0
500100055,3.0,0,Always,Very often,0.0,0.0,0.0
500100055,3.0,1,Often,Often,1.0,0.2,0.20000000000000004
500100055,3.0,2,Sometimes,Very often,0.0,0.0,0.0
500100055,3.0,3,Rarely,Rarely,1.0,0.2,0.2
500100055,3.0,4,Never,Never,1.0,0.2,0.2
500100055,4.0,0,I enjoy spending time at work and feel that I have a good work-life balance,Completely agree,0.0,0.0,0.0
500100055,4.0,1,I feel like I don't have enough time for myself and my personal life,Completely agree,0.0,0.0,0.0
500100055,4.0,2,I feel like I have too much time at work and not enough time for myself,Completely agree,0.0,0.0,0.0
500100055,4.0,3,I feel like I have just the right amount of time for work and personal life,Completely agree,0.0,0.0,0.0
500100063,0.0,0,Very satisfied,Less than 1 year,0.0,0.0,0.0
500100063,0.0,1,Satisfied,Less than 1 year,0.0,0.0,0.0
500100063,0.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100063,0.0,3,Dissatisfied,Less than 1 year,0.0,0.0,0.0
500100063,0.0,4,Very dissatisfied,Less than 1 year,0.0,0.0,0.0
500100063,1.0,0,Very cold,1,0.0,0.0,0.0
500100063,1.0,1,Somewhat cold,1,0.0,0.0,0.0
500100063,1.0,2,Neutral,1,0.0,0.0,0.0
500100063,1.0,3,Somewhat warm,1,0.0,0.0,0.0
500100063,1.0,4,Very warm,1,0.0,0.0,0.0
500100063,2.0,0,Very noisy,Always,0.0,0.0,0.0
500100063,2.0,1,Somewhat noisy,Always,0.0,0.0,0.0
500100063,2.0,2,Neutral,Always,0.0,0.0,0.0
500100063,2.0,3,Somewhat quiet,Always,0.0,0.0,0.0
500100063,2.0,4,Very quiet,Always,0.0,0.0,0.0
500100063,3.0,0,Very little natural light,Very comfortable,0.1074823381273985,0.0429929352509594,0.0034657359027997266
500100063,3.0,1,Somewhat little natural light,Very comfortable,0.0,0.0,0.0
500100063,3.0,2,Neutral,Neutral,1.0,0.2,0.20000000000000004
500100063,3.0,3,Somewhat much natural light,Very comfortable,0.0,0.0,0.0
500100063,3.0,4,Very much natural light,Very comfortable,0.1074823381273985,0.0429929352509594,0.0034657359027997266
500100063,4.0,0,Very organized,"Yes, the initiatives were effective",0.0,0.0,0.0
500100063,4.0,1,Organized,"Yes, the initiatives were effective",0.0,0.0,0.0
500100063,4.0,2,Neutral,"Yes, the initiatives were effective",0.0,0.0,0.0
500100063,4.0,3,Disorganized,"Yes, the initiatives were effective",0.0,0.0,0.0
500100063,4.0,4,Very disorganized,"Yes, the initiatives were effective",0.0,0.0,0.0
500100064,0.0,0,1,1,1.0,0.1,0.10000000000000002
500100064,0.0,1,2,2,1.0,0.1,0.10000000000000002
500100064,0.0,2,3,3,1.0,0.1,0.10000000000000002
500100064,0.0,3,4,4,1.0,0.1,0.10000000000000002
500100064,0.0,4,5,5,1.0,0.1,0.10000000000000002
500100064,0.0,5,6,6,1.0,0.1,0.1
500100064,0.0,6,7,7,1.0,0.1,0.1
500100064,0.0,7,8,8,1.0,0.1,0.09999999999999999
500100064,0.0,8,9,9,1.0,0.1,0.09999999999999999
500100064,0.0,9,10,10,1.0,0.1,0.1
500100064,1.0,0,Yes,Yes,1.0,0.3333333333333333,0.33333333333333337
500100064,1.0,1,No,No,1.0,0.3333333333333333,0.33333333333333337
500100064,2.0,0,Not noisy at all,Yes,0.0,0.0,0.0
500100064,2.0,1,Slightly noisy,Yes,0.0,0.0,0.0
500100064,2.0,2,Moderately noisy,Yes,0.0,0.0,0.0
500100064,2.0,3,Very noisy,Yes,0.0,0.0,0.0
500100064,2.0,4,Extremely noisy,Yes,0.0,0.0,0.0
500100064,3.0,0,Yes,Yes,1.0,0.3333333333333333,0.33333333333333337
500100064,3.0,1,No,No,1.0,0.3333333333333333,0.33333333333333337
500100065,0.0,0,Yes,"None, I work fully remote",0.0,0.0,0.0
500100065,0.0,1,No,"None, I work fully remote",0.0,0.0,0.0
500100065,1.0,0,Too hot,Completely agree,0.0,0.0,0.0
500100065,1.0,1,Too cold,Completely agree,0.0,0.0,0.0
500100065,1.0,2,Just right,Completely agree,0.0,0.0,0.0
500100065,2.0,0,Very noisy,Very poor,0.1861648705529516,0.037232974110590324,0.006931471805599446
500100065,2.0,1,Slightly noisy,Excellent,0.0,0.0,0.0
500100065,2.0,2,Quiet,Excellent,0.0,0.0,0.0
500100065,3.0,0,Yes,"Yes, completely",0.0,0.0,0.0
500100065,3.0,1,No,"Yes, completely",0.0,0.0,0.0
500100066,0.0,0,Very clean,Executive/Senior Management,0.0,0.0,0.0
500100066,0.0,1,Clean,Executive/Senior Management,0.0,0.0,0.0
500100066,0.0,2,Neutral,Executive/Senior Management,0.0,0.0,0.0
500100066,0.0,3,Dirty,Executive/Senior Management,0.0,0.0,0.0
500100066,0.0,4,Very dirty,Executive/Senior Management,0.0,0.0,0.0
500100066,1.0,0,Very noisy,Less than 1 year,0.0,0.0,0.0
500100066,1.0,1,Noisy,Less than 1 year,0.0,0.0,0.0
500100066,1.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100066,1.0,3,Quiet,Less than 1 year,0.0,0.0,0.0
500100066,1.0,4,Very quiet,Less than 1 year,0.0,0.0,0.0
500100066,2.0,0,Very cold,Completely agree,0.0,0.0,0.0
500100066,2.0,1,Cold,Completely agree,0.0,0.0,0.0
500100066,2.0,2,Neutral,Neutral,1.0,0.2,0.20000000000000004
500100066,2.0,3,Warm,Completely agree,0.0,0.0,0.0
500100066,2.0,4,Very warm,Completely agree,0.0,0.0,0.0
500100066,4.0,0,Very bad air quality,1,0.0,0.0,0.0
500100066,4.0,1,Bad air quality,1,0.0,0.0,0.0
500100066,4.0,2,Neutral,1,0.0,0.0,0.0
500100066,4.0,3,Good air quality,1,0.0,0.0,0.0
500100066,4.0,4,Very good air quality,1,0.0,0.0,0.0
